Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
FTS Indonesia,https://www.crunchbase.com/organization/fts-indonesia,"Industrial, Industrial Engineering, Oil and Gas","Denpasar, Bali, Indonesia",FTS Indonesia offers fuel filtration and oil filtration solutions.,"1,071,963",Active,2002-01-01,year,,,,,For Profit,http://ptfts.com,"FTS Indonesia provides fuel and oil filtration for the transportation industry, general industry, mining, marine, and military services. For most hydrocarbon fluids, such as diesel fuel, lubrication oil, hydraulic oil, and gearbox oil, their filtration systems are available for prefiltration, fuel circulation, and final filtration.",,,,
SUA,https://www.crunchbase.com/organization/sua,"Construction, Industrial, Mechanical Engineering","Tebet, Jakarta Raya, Indonesia","SUA is a construction services firm providing planning, construction, supervision, and maintenance for mechanical and electrical projects.","1,073,591",Active,2000-01-01,year,,,,,For Profit,https://sua.co.id/,,,,,
Hiswara Bunjamin & Tandjung,https://www.crunchbase.com/organization/hiswara-bunjamin-tandjung,"Consulting, Legal, Professional Services","Jakarta, Jakarta Raya, Indonesia","Hiswara Bunjamin & Tandjung is a commercial law firm offering services in corporate law, dispute resolution, and employment law.","1,075,431",Active,2000-01-01,year,,,,,For Profit,https://hbtlaw.com,,,,,
Kliksurat,https://www.crunchbase.com/organization/kliksurat,,"Pekanbaru, Riau, Indonesia",Kliksurat is a digital letter generator platform that provides various letter templates that are ready to be used for various purposes.,"1,077,733",Active,2001-06-11,day,,,,,For Profit,https://kliksurat.com,"Kliksurat is a digital letter generator platform that is used by the general public in writing letters, KlikSurat has provided various letter templates that are ready to be used for various purposes.",,,,
Gosyen,https://www.crunchbase.com/organization/goshen-0df1,"Industrial, Plastics and Rubber Manufacturing, Wholesale","Banten, Jawa Barat, Indonesia","PT. Gosyen Pacific Suksesmakmur produces and promotes innovative, sustainable packaging including plastic food containers.","1,081,786",Active,2003-01-01,month,,,,,For Profit,https://www.gosyen.com,,,,,
PT Visi Media Asia Tbk,https://www.crunchbase.com/organization/pt-visi-media-asia-tbk,"Broadcasting, Media and Entertainment, News","Jakarta, Jakarta Raya, Indonesia","PT Visi Media Asia Tbk is a media agency that provides news, sports and lifestyle content.","1,100,185",Active,2004-01-01,year,,,,,For Profit,https://www.vivagroup.co.id,,,,,
MYCO,https://www.crunchbase.com/organization/myco-de87,"Analytics, Financial Services, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",MYCO is a corporate performance management application that provides budget planning and financial consolidation solutions.,"1,103,745",Active,2000-01-01,year,,,,,For Profit,https://www.myco.co.id,,,,,
Skha Consulting,https://www.crunchbase.com/organization/skha-consulting,"Angel Investment, Consulting, Finance, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",Skha Consulting provides consulting services for the needs of businesses.,"1,104,721",Active,2001-01-01,day,,,,,For Profit,http://skhagroup.com/,"Skha Consulting provides consulting services for the needs of businesses. It began operation on January 1, 2001, with its headquarters in Jakarta.",,,,
LYTO,https://www.crunchbase.com/organization/lyto,"Mobile Apps, Online Games, Video Games","Jakarta, Jakarta Raya, Indonesia",LYTO is a gaming mobile application located in Jakarta.,"1,106,432",Active,2003-01-01,year,,,,,For Profit,http://www.lytogame.com/,,,,,
SAC Indonesia,https://www.crunchbase.com/organization/sac-indonesia,"Advertising, Internet, Marketing","Jakarta, Jakarta Raya, Indonesia",SAC Indonesia is a marketing and advertising company located in West jakarta.,"1,112,907",Active,2001-01-01,day,,,,,For Profit,http://www.sac.id/,,,,,
PBS,https://www.crunchbase.com/organization/pbs-ea9c,"Construction, Real Estate","Kebayoran Baru, Jakarta Raya, Indonesia",PT Paramita Bangun Sarana is a construction company that provides infrastructure construction and road construction.,"1,114,793",Active,2002-11-27,day,2016-09-28,day,,,For Profit,http://www.paramita.co.id/,"PT Paramita Bangun Sarana is a construction firm that offers road construction and infrastructure construction. The company's business activities include civil construction installation of pile driving, lower structures, steel structures, concrete structure roof and wall structures, road leveling, compaction, mechanical works, machinery installation, piping, tank installation, and electrical works.",IPO,,,
Isocorp,https://www.crunchbase.com/organization/isocorp,"Consulting, Gaming, Information Technology, Media and Entertainment","Surabaya, Jawa Timur, Indonesia","Isocorp is a provider of enterprise network security solutions that offers planning and design, fine tuning, & configuration services.","1,122,122",Active,2001-01-01,year,,,,,For Profit,https://www.iso-corp.com,"Isocorp offers IT consulting services. It is a provider of enterprise network security solutions. Their services include enterprise security solutions, staff augmentation, operations, system assessment, and system development. The mission is to ensure the management and development of casinos as well as to make them a tourist attraction by offering different clienteles a unique gaming and entertainment experience thanks to innovation and diversity of the offer, and unparalleled and warm customer service.",,,,
Activewear Bali,https://www.crunchbase.com/organization/activewear-bali-activewear-manufacturer-bali-sportswear-yoga-wear-manufacturer,Manufacturing,"Bali, Jawa Barat, Indonesia",Activewear Bali - Speciality Active-Sports-Yoga-wear Factory for running brands & startup labels. Ready to go designs & custom designs also.,"1,130,855",Active,2002-01-01,year,,,,,For Profit,https://www.activewearbali.com,"We are a one-stop shop manufacturer for all types of activewear including sportswear, swimwear, yoga-wear & the likes. Over the last two to three years, there has been a huge increase globally in the sportswear/activewear market. At King Trading, we are here to help you produce the best quality collection possible using only the highest quality imported fabrics. The fabric content is by far your top priority when searching for a manufacturer. We import fabrics tax & duty-free for the export of clothing, so we are sure you find our prices are by far the keenest. ",,,,
Asuransi Reliance,https://www.crunchbase.com/organization/asuransi-reliance,"Finance, Health Insurance, Insurance, Property Insurance","Jakarta, Jakarta Raya, Indonesia",Asuransi Reliance provides health insurance products and motor vehicle insurance products.,"1,134,062",Active,2002-01-01,year,,,,,For Profit,https://asuransireliance.com,"Asuransi Reliance is an integrated financial services company that provides one-stop financial solutions for customers, with a portfolio of services covering investment, protection, and financing. They provide products that include retail products, corporate products, and sharia products. Corporate products include property insurance, engineering insurance, freight insurance, miscellaneous insurance, and motor vehicle insurance.",,,,
SatNetCom - SNC Technologies,https://www.crunchbase.com/organization/satnetcom-snc-technologies,"Information Technology, Software","Balikpapan, Kalimantan Timur, Indonesia",SNC Technologies provides award winning end-to-end cutting edge technology solutions with in-country support and maintenance.,"1,139,090",Active,2004-01-01,year,,,,,For Profit,https://www.snctechnologies.com,,,,,
PT. Agro Sentosa Raya,https://www.crunchbase.com/organization/pt-agro-sentosa-raya,"Chemical, Procurement, Transportation","Gunungputri, Jawa Tengah, Indonesia","PT. Agro Sentosa Raya provides services from developing, procuring, processing, and warehousing to distributing chemical products.","1,146,868",Active,2004-01-01,year,,,,,For Profit,https://pt-asr.com,,,,,
ADW Consulting,https://www.crunchbase.com/organization/anggada-duta-wisesa,"Consulting, Information Services, Information Technology","Dki Jakarta, Jakarta Raya, Indonesia",ADW Consulting is an information technology and services-based company.,"1,147,207",Active,2003-01-01,year,,,,,For Profit,https://adw.co.id,ADW Consulting was founded with a vision for accelerating client’s business performance improvement using state the art of technology. Their creative solution is designed to improve business effectiveness through streamlining the supply chain and adopting program office practices. ADW’s consulting team is strengthened with business practitioners who will compose innovative ideas for solving challenges and promote change leadership to their prominent clients.,,,,
Assegaf Hamzah & Partners (AHP),https://www.crunchbase.com/organization/assegaf-hamzah-partners-ahp,Legal,"Jakarta, Jakarta Raya, Indonesia",Assegaf Hamzah & Partners (AHP) is an investment firm.,"1,156,666",Active,2001-01-01,year,,,,,For Profit,http://www.ahp.co.id/,"At Assegaf Hamzah & Partners, we constantly strive towards excellence in taking care of your legal needs. As a full-service firm, you can be assured that our lawyers possess the required depth of knowledge and experience in their respective areas of practice. We thrive on delivering advice with commercial acumen and in a responsive and relatable way. These are the hallmark and eternal objective of our legal practice.",,,,
Solusi 247,https://www.crunchbase.com/organization/solusi-247,"Delivery, Information Technology","Jakarta, Jakarta Raya, Indonesia",Solusi247 commits to deliver a total solution to customer with up to date technology and fast information delivery.,"1,158,888",Active,2000-01-01,year,,,,,For Profit,http://www.solusi247.com/,,,,,
Adhimix Precast Indonesia,https://www.crunchbase.com/organization/adhimix-precast-indonesia,"Building Material, Construction, Real Estate","Jakarta, Jakarta Raya, Indonesia",Adhimix Precast Indonesia engages in supplying concrete products.,"1,168,271",Active,2002-01-01,year,,,,,For Profit,https://adhimix.co.id,,,,,
Prima Integrasi,https://www.crunchbase.com/organization/prima-integrasi,"Data Integration, Information Technology, Network Hardware, Service Industry","Jakarta, Jakarta Raya, Indonesia",Prima Integrasi is a computer network and system integrator company.,"1,170,611",Active,2001-01-01,year,,,,,For Profit,https://prima-integrasi.co.id,,,,,
Matrix NAP Info,https://www.crunchbase.com/organization/matrix-nap-info,Telecommunications,"Jakarta, Jakarta Raya, Indonesia",Matrix NAP Info is a prominent telecommunication company providing IPLC to broadband services.,"1,177,751",Active,2000-01-01,year,,,,,For Profit,https://nap.net.id,,,,,
Beyond Films,https://www.crunchbase.com/organization/beyond-films,"Advertising, Commercial, Creative Agency, Digital Marketing, TV","Jakarta, Jakarta Raya, Indonesia","Beyond Films is a film production company that offers creative strategy, digital advertising, and web series services.","1,186,446",Active,2004-01-01,year,,,,,For Profit,https://beyondfilms.co.id,"Beyond Films that combine artistic efforts with massive yields with a qualified crew to deliver superior and stunning results. The main concern is attaining the goals of the client. They feel that can operate as a company that works in the creative sector and movie studio, thus they are skilled and committed to providing professional services. They have historical solid understanding of various government and business.",,,,
Central Data Technology,https://www.crunchbase.com/organization/central-data-technology,"Information Services, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",Central Data Technology always ensures to provide customers the best customized products and services.,"1,194,680",Active,2004-01-01,day,,,,,For Profit,https://www.centraldatatech.com//solutions,,,,,
Toyopack,https://www.crunchbase.com/organization/toyopack,"Delivery, Packaging Services, Transportation, Warehousing","Jakarta, Jakarta Raya, Indonesia","Toyopack is a moving company that offers warehousing, packaging, and delivery services.","1,199,965",Active,2000-01-01,year,,,,,For Profit,https://toyopackmovers.com,,,,,
FKS Land,https://www.crunchbase.com/organization/fks-land,"Construction, Property Development, Real Estate","Jakarta, Jakarta Raya, Indonesia","FKS Land is a real estate development and construction company that designs, builds, and improves lands and properties.","1,206,080",Active,2002-01-01,year,,,,,For Profit,https://www.fksland.com,,,,,
L-Essential,https://www.crunchbase.com/organization/l-essential,"Beauty, Cosmetics, Manufacturing","Tangerang, Jawa Barat, Indonesia",L-Essential is a manufacturer and supplier of cosmetics and skincare products.,"1,220,802",Active,2004-01-01,year,,,,,For Profit,https://l-essential.com,,,,,
Townsquare Surabaya,https://www.crunchbase.com/organization/townsquare-surabaya,"Art, Digital Entertainment, Media and Entertainment","Surabaya, Jawa Timur, Indonesia",Townsquare Surabaya is a media and entertainment company located in Surabaya,"1,250,929",Active,2002-01-01,year,,,,,For Profit,http://townsquare.co.id/sutossby,,,,,
PCMan,https://www.crunchbase.com/organization/pcman,"Cloud Computing, Cyber Security, IT Infrastructure, IT Management","Kembangan, Jakarta Raya, Indonesia","PCMan is an IT company that provides learning management systems, cloud service, IT consultancy, and assessment services.","1,251,219",Active,2000-01-01,year,,,,,For Profit,http://www.pcman.co.id,,,,,
Phitagoras Training and Consulting,https://www.crunchbase.com/organization/phitagoras-training-and-consulting,"Consulting, Management Consulting, Training","Makasar, Sulawesi Selatan, Indonesia",Phitagoras Training and Consulting is a management consulting firm that provides a wide range of consulting and training services.,"1,260,231",Active,2003-01-01,year,,,,,For Profit,https://www.phitagoras.co.id/,,,,,
ANCORA INDONESIA RESOURCES,https://www.crunchbase.com/organization/ancora-indonesia-resources,"Mining, Trading Platform, Transportation","Jakarta, Jakarta Raya, Indonesia","ANCORA INDONESIA RESOURCES provides mining, trading and transportation services.","1,268,799",Active,2003-09-15,day,2006-03-29,day,,,For Profit,http://ancorair.com/,,IPO,,,
Siprama,https://www.crunchbase.com/organization/siprama,"Advertising, Digital Marketing, Event Management, Information Technology","Serang, Banten, Indonesia","Siprama provides event management, digital marketing, and IT services.","1,271,903",Active,2001-01-01,year,,,,,For Profit,https://siprama.com,"Siprama is a marketing company. They offer events management, manpower management, digital marketing, outsourcing services, human resources, brand activation, research, development, and IT services.",,,,
TopiKoki,https://www.crunchbase.com/organization/topikoki,"Agriculture, Food and Beverage, Local Business","Jakarta, Jakarta Raya, Indonesia",TopiKoki is a processor and distributor of branded rice.,"1,278,810",Active,2003-01-01,day,2017-06-22,day,,,For Profit,http://www.topikoki.com/,"TopiKoki offers seed rice produced by Indonesian farmers, selected and closely monitored by rice experts, and processed with modern machines so as to produce hygienic, natural white rice and make rice.",IPO,,,
Surya Mandiri Computer,https://www.crunchbase.com/organization/surya-mandiri-computer,"Computer, Information Technology, Rental","Jakarta, Jakarta Raya, Indonesia","Surya Mandiri Computer provides IT services, including computer rentals and repair services.","1,292,034",Active,2003-01-01,year,,,,,For Profit,https://suryamandiricomputer.co.id,,,,,
PT. Citra Boga Pratama,https://www.crunchbase.com/organization/pt-citra-boga-pratama,"B2B, Industrial, Wholesale","Pondok, Jawa Barat, Indonesia",PT. Citra Boga Pratama is a distributor of bakery and food industry equipment.,"1,292,605",Active,2004-01-01,year,,,,,For Profit,https://citrabogapratama.co.id,,,,,
TM Consultant,https://www.crunchbase.com/organization/tm-consultant,"Accounting, Consulting, Financial Services, Human Resources","Surabaya, Jawa Timur, Indonesia",TM Consultant is a tax and management consulting company.,"1,303,840",Active,2002-01-01,year,,,,,For Profit,https://tmconsultant.id,"TM Consultant provides accounting and tax management services. They provide consulting services, mentoring, training, and handling cases and services related to financial and tax management according to client needs. Their services include accounting, taxation, human resource management, and business re-engineering.",,,,
Aksara Global Development,https://www.crunchbase.com/organization/aksara-global-development,"Building Material, Construction, Manufacturing","Banten, Jawa Barat, Indonesia","Aksara Global Development is a manufacturer of construction, consultancy, construction materials and construction tools.","1,309,881",Active,2003-12-18,day,2012-07-11,day,,,For Profit,http://www.agd.co.id,"Aksara Global Development develops homes and apartments. They provide construction services for buildings, bridges, roads, docks, housing, schools, recreational parks, markets, modern markets, hospitals, and buildings.",IPO,,,
PT. Cakrawala Horizon,https://www.crunchbase.com/organization/pt-cakrawala-horizon,"Manufacturing, Wholesale, Wood Processing","Kebayoran Lama, Jakarta Raya, Indonesia",PT. Cakrawala Horizon is a manufacturer and distributor of Agarwood.,"1,310,141",Active,2000-01-01,year,,,,,For Profit,https://cakrawala-hrz.com,,,,,
PT. Artha Prima Finance,https://www.crunchbase.com/organization/pt-artha-prima-finance,"Finance, Financial Services, Professional Services","Jakarta Pusat, Jakarta Raya, Indonesia",PT. Artha Prima Finance is a financial institution that provides automobile financing services.,"1,314,300",Active,2003-01-01,year,,,,,For Profit,https://www.arthaprima.co.id/,,,,,
Time Piece Store,https://www.crunchbase.com/organization/time-piece-store,"E-Commerce, Retail, Shipping","Pinggirrawa Barat, Jakarta Raya, Indonesia",Time Piece Store is provided a wide range of prestigious watches at very competitive prices.,"1,325,805",Active,2003-01-01,year,,,,,For Profit,https://www.timepiecestore.com,,,,,
Neo Fusion Indonesia,https://www.crunchbase.com/organization/neo-fusion-indonesia,"Computer Vision, Internet, Software","Jakarta, Jakarta Raya, Indonesia",Neo Fusion Indonesia is a software company located in Jakarta Selatan.,"1,328,003",Active,2003-01-01,year,,,,,For Profit,http://neo-fusion.com,,,,,
StarWORKS Global,https://www.crunchbase.com/organization/starworks-global,"Blockchain, Cryptocurrency, Information Technology","Bali, Jawa Barat, Indonesia",StarWORKS Global is a blockchain technology developer that is aiming to revolutionize the tourism and hospitality industry.,"1,337,858",Active,2001-01-01,year,,,,,For Profit,https://www.starworksglobal.com,,,,,
Chandra Consulting,https://www.crunchbase.com/organization/chandra-consulting,Accounting,"Bali, Jawa Barat, Indonesia","Chandra Consulting provides taxation software and training, and accounting services.","1,343,222",Active,2003-01-01,year,,,,,For Profit,https://www.chandraconsulting.com,,,,,
PT. Satkomindo Mediyasa,https://www.crunchbase.com/organization/pt-satkomindo-mediyasa,"Information and Communications Technology (ICT), Information Technology, Telecommunications","Jakarta, Jakarta Raya, Indonesia","PT. Satkomindo Mediyasa provides IT and network communication solutions, including satellite-based telecommunications infrastructure.","1,350,850",Active,2002-01-01,year,,,,,For Profit,https://satkomindo.com,"PT. Satkomindo Mediyasa operates in the field of Information Technology and Network Communication solutions. The company provides satellite-based telecommunications infrastructure networks, known as Very Small Aperture. As an affiliate of PT Bank Rakyat Indonesia (Persero), Tbk, PT. Satkomindo Mediyasa is committed to delivering innovative IT and telecommunication solutions to its clients. The company also offers one-on-one coaching and mentoring sessions with experienced mentors, providing career opportunities for those who have successfully completed all stages of their Bootcamp.",,,,
69SLAM,https://www.crunchbase.com/organization/69slam,"Apparel, Fashion, Leisure, Retail","Bali, Jawa Barat, Indonesia","69SLAM is a fashion and retail apparel company that offers designs that scream out: jump in, play hard, laugh, and be who you are.","1,355,471",Active,2004-01-01,year,,,,,For Profit,http://www.69slam.com,"69SLAM is a fashion and retail apparel company that offers designs that scream out: jump in, play hard, laugh, and be who you are. The company made people more aware of what they wear and conscious of how their attire matches their lifestyle and personality. It was founded in 2004 and is located in Berawa, Canggu, Bali.",,,,
Chakra Jawara,https://www.crunchbase.com/organization/chakra-jawara,"Sales, Service Industry","Kedoya Selatan, Jakarta Raya, Indonesia",Chakra Jawara a subsidiary of PT Mahadana Dasha Utama operating in the dealership business.,"1,356,841",Active,2000-01-01,year,,,,,For Profit,http://www.chakrajawara.co.id/,"Chakra Jawara holds exclusive license dealership of IVECO heavy truck, FPT Engine & Sprinkler, also ZF Service Partner in Indonesia.",,,,
Jaksoft,https://www.crunchbase.com/organization/jaksoft,"Apps, Consulting, Database, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia","Jaksoft is an IT consulting firm that specializes in software development, technical processes, database management, and custom solutions.","1,368,370",Active,2001-01-01,year,,,,,For Profit,https://jaksoft.com/,,,,,
Moz5 Salon Muslimah,https://www.crunchbase.com/organization/moz5-salon-muslimah,"Beauty, Personal Health, Therapeutics","Bekasi Kota, Jawa Barat, Indonesia","Moz5 Salon Muslimah provides hair care, face treatment, and body care services.","1,394,313",Active,2002-01-01,year,,,,,For Profit,http://moz5salonmuslimah.com,"Moz5 Salon Muslimah offers ozone therapy, upsize acupressure, eye care, breast care, ear care, moayu acupressure with essential oils, makeup, and hijab styling services. Their facial treatments include nature facials, totok auras, and galvanic facials. Their body care services include manicures, pedicures, reflexes, back therapy, and foot treatment. hair shine therapy with moayu hair serum, hair moist therapy with moayu hair serum, hair fall therapy, hair growth therapy, short hair lice treatment , lice treatment for long hair , lice treatment, hair spa for short and long hair, moayu fresh hair, moayu hair spa, scissors, children's scissors, bangs scissors, color matrix dasar with blow dry, bleaching short and thin, and medium bleaching.",,,,
Indokarya Mandiri,https://www.crunchbase.com/organization/indokarya-mandiri,"Electronics, Office Supplies, Rental","Tangerang, Jawa Barat, Indonesia","Indokarya Mandiri provides photocopy machine rentals, multi-function network devices, file transfers, and faxing machines.","1,404,125",Active,2001-01-01,year,,,,,For Profit,https://www.indokaryamandiri.co.id,,,,,
Sentra Solusi Informatika,https://www.crunchbase.com/organization/sentra-solusi-informatika,"Business Travel, Information Technology, Tour Operator","Jakarta Pusat, Jakarta Raya, Indonesia",Sentra Solusi Informatika provides services in developing tour and travel system.,"1,405,823",Active,2001-01-01,day,,,,,For Profit,http://www.sentrasolusi.com,,,,,
Asia Outsourcing Services,https://www.crunchbase.com/organization/asia-outsourcing-services,"Direct Sales, Outsourcing, Staffing Agency","Kuningan, Jakarta Raya, Indonesia","Asia Outsourcing Services provides outsourcing, telemarketing, direct selling and staffing services.","1,419,686",Active,2003-01-01,day,,,,,For Profit,http://www.aos.co.id/,,,,,
Synergy Production,https://www.crunchbase.com/organization/synergy-production,Travel,"Jakarta, Jakarta Raya, Indonesia",Synergy Production is a travel consultant & event management company.,"1,422,658",Active,2003-04-04,day,,,,,For Profit,http://www.synergyproduction.net,Synergy is a Jakarta-based Event management and travel agency company.,,,,
People Search International,https://www.crunchbase.com/organization/people-search-international,"Human Resources, Recruiting, Staffing Agency","Jakarta, Jakarta Raya, Indonesia",People Search International is a recruiting company that offers employment solutions for various sectors such as manufacturing and finance.,"1,433,184",Active,2002-01-01,year,,,,,For Profit,https://peoplesearchinternational.com/,,,,,
Sunindo Pratama,https://www.crunchbase.com/organization/sunindo-pratama,"Energy, Mechanical Engineering, Oil and Gas","Tebet, Jakarta Raya, Indonesia",sunindo group distributes products and services to the oil and gas industries.,"1,435,240",Active,2002-09-01,month,2023-01-09,day,,,For Profit,https://www.sunindogroup.com,"Sunindo Group is an oil field equipment supplier. They provide OCTG, a drill bit, a wellhead, completion equipment, and a variable-speed drive. Their services include drilling pipe services, barges, and the supply and rental of fishing tools. It serves the oil and gas industry as well as general industry.",IPO,,,
Honda Pondok Indah,https://www.crunchbase.com/organization/honda-pondok-indah,Automotive,"Kebayoran, Jakarta Raya, Indonesia",Authorized dealer of Honda automobiles in South Jakarta,"1,435,447",Active,2001-08-14,day,,,,,For Profit,https://www.dealerhondapondokindah.com/,,,,,
Buana Media Teknologi,https://www.crunchbase.com/organization/buana-media-teknologi,"FinTech, Information Technology, Payments","Jakarta, Jakarta Raya, Indonesia",Buana Media Teknologi is a technology company that develops and provides payments service and solutions.,"1,441,427",Active,2003-01-01,year,,,,,For Profit,https://bmt.co.id/,,,,,
AstraWorld,https://www.crunchbase.com/organization/astraworld,"Consumer, CRM","Jakarta, Jakarta Raya, Indonesia",AstraWorld provides emergency roadside assistance and booking services.,"1,443,503",Active,2002-02-02,day,,,,,For Profit,https://www.astraworld.com,,,,,
Sportal Korea,https://www.crunchbase.com/organization/sportal-korea,"Content, Media and Entertainment, News","Jonggol, Jawa Barat, Indonesia","Sportal Korea specializes in soccer professional content production, video, text, photo, programming, and design.","1,448,010",Active,2003-12-08,day,,,,,For Profit,https://www.sportalkorea.com,,,,,
Tirta corp,https://www.crunchbase.com/organization/tirta-corp,"Building Material, Industrial, Product Design","Batam, Kepulauan Riau, Indonesia","Tirta corp is a pipeline solution firm for the industrial, developer, and water company sectors.","1,448,019",Active,2004-01-01,year,,,,,For Profit,https://www.tirtacorp.com,,,,,
PT Ezzer Kemindo Muliatama,https://www.crunchbase.com/organization/jasa-epoxy-lantai-70ef,,"Bekasi, Jawa Barat, Indonesia",Jasa Epoxy Lantai Terbaik di Indonesia,"1,452,508",Active,2000-09-30,day,,,,,For Profit,https://ezzer.co.id/jasa-epoxy-lantai-bergaransi/,"Ezzer adalah penyedia jasa epoxy lantai terbaik di Indonesia dengan pengalaman lebih dari 20 tahun, Ezzer siap memberikan pengalaman terbaik karena kami sanggup memberikan garansi hasil maksimal kepada tiap proyek yang kami kerjakan.",,,,
Integrity,https://www.crunchbase.com/organization/integrity-3f84,"Compliance, Consulting, Legal","Jakarta, Jakarta Raya, Indonesia","Integrity regulatory offers compliance, investigation, asset tracing, litigation support, due diligence, consulting, and training services.","1,454,429",Active,2001-10-01,month,,,,,For Profit,https://www.integrity-indonesia.com/,,,,,
PRATAMA ABADI NUSA INDUSTRI,https://www.crunchbase.com/organization/pratama-abadi-nusa-industri,"Industrial, Manufacturing, Sales","Tigaraksa, Jawa Barat, Indonesia",Pratama Abadi Nusa Industri is a manufacturer and seller of packaging cans.,"1,456,936",Active,2000-09-08,day,2018-09-18,day,,,For Profit,https://pratamaabadi.com/,Pratama Abadi Nusa Industri is a producer and supplier of packaging cans. They provide products for glue and oil. They provide products for commercial and industrial use.,IPO,,,
Axioo World,https://www.crunchbase.com/organization/axioo-world,"Information and Communications Technology (ICT), Manufacturing","Dki Jakarta, Jakarta Raya, Indonesia",Axioo is an ICT devices manufacturer with in-house design capabilities and integrated production facilities.,"1,457,478",Active,2004-01-01,year,,,,,For Profit,https://www.axiooworld.com,,,,,
Bimasakti Multi Sinergi,https://www.crunchbase.com/organization/bimasakti-multi-sinergi,E-Commerce,"Sidoarjo, Jawa Timur, Indonesia",Bimasakti Multi Sinergi is a e-commerce company located in Jawa Timur.,"1,458,505",Active,2004-01-01,year,,,,,For Profit,http://www.bm.co.id/,,,,,
Verena Multi Finance,https://www.crunchbase.com/organization/verena-multi-finance,"Finance, Financial Services","Jakarta Pusat, Jakarta Raya, Indonesia",Verena Multi Finance is a financing solution provider company.,"1,465,326",Active,2003-01-01,day,2008-06-25,day,,,For Profit,http://www.verena.co.id/,Verena Multi Finance offers financing solutions for all types of businesses.,IPO,,,
MSV Studio,https://www.crunchbase.com/organization/msv-studio,"Animation, Graphic Design, Video","Sleman, Yogyakarta, Indonesia",MSV Studio is an animation studio that produces animated stories and films.,"1,474,419",Active,2002-01-01,year,,,,,For Profit,https://msvstudio.co.id,,,,,
DIDIMAX,https://www.crunchbase.com/organization/didimax,"Education, Trading Platform, Training","Bandung, Jawa Barat, Indonesia","DIDIMAX is a licensed financial services company offering Forex trading tools, services, and education.","1,495,377",Active,2000-01-01,year,,,,,For Profit,https://didimax.co.id,,,,,
Panca Mitra Multiperdana,https://www.crunchbase.com/organization/pt-panca-mitra-multiperdana,"Food and Beverage, Food Processing, Seafood","Surabaya, Jawa Timur, Indonesia",Panca Mitra Multiperdana is a processor and exporter of shrimp.,"1,497,429",Active,2004-01-01,year,2020-12-18,day,,,For Profit,http://www.pancamitra.com,Panca Mitra Multiperdana is a shrimp processor and exporter. They sell shrimp in markets. Their products serve retail markets and food services. They provide and serve freshest frozen shrimp to their customers.,IPO,,,
Synnex Metrodata,https://www.crunchbase.com/organization/synnex-metrodata,"Electronics, Information Technology, Logistics","Jakarta, Jakarta Raya, Indonesia",Synnex Metrodata is a indonesia's leading and trusted ICT distribution company.,"1,503,220",Active,2000-01-01,year,,,,,For Profit,https://www.synnexmetrodata.com/en,"PT Synnex Metrodata Indonesia (“SMI”) is a joint venture company with King’s Eye Investment Ltd., British Virgin Island, a subsidiary of Synnex Technology Intenational Corp. (“Synnex”), founded on September 26, 2011, focus on distributing Information Communication Technology (“ICT”) products. Synnex is a listed company in Taiwan Stock Exchange and one of the leading global player in ICT distribution business with good international reputation. While SMI is one of subsidiaries of PT. Metrodata Electronics, Tbk (IDX: MTDL). As a distributor, SMI distributes the ICT products to agents, dealers or resellers in large quantity (wholesale) throughout seven distribution centers in Jakarta, Bandung, Daerah Istimewa Yogyakarta, Semarang, Surabaya, Medan and Makassar, and supporting logistics and sales force office across major cities of Indonesia. In order to expand the market coverage, SMI increases the number of business partners with loyalty program. The program is intended to give appreciation for SMI’s partners, as well as to build a reseller community and to maintain close relationships amongst SMI and its partners.",,,,
PT. Rajawali Mandiri Conveyor,https://www.crunchbase.com/organization/pt-rajawali-mandiri-conveyor,"Industrial, Manufacturing, Mining","Jakarta Pusat, Jakarta Raya, Indonesia","Ramaco designs and installs ceramic lining for chutes and pipe cyclones in coal mines, power stations, and cement plants.","1,507,295",Active,2000-01-01,year,,,,,For Profit,https://ramaco.co.id,"Ramaco provides hot and cold splicing services for belt conveyors. Their company specializes in material handling and conveyor systems. starting with conveyor manufacturing, materials procurement, and conveyor belt maintenance services. They install conveyor belts and perform rubber conveyor tensioning, conveyor belt glueing, hot and cold splicing, conveyor belt installation, and conveyor belt repair, and more.",,,,
GMT Property Management,https://www.crunchbase.com/organization/gmt-property-management,"Asset Management, Property Management, Real Estate","Jakarta Pusat, Jakarta Raya, Indonesia",GMT Property Management offers real estate property and asset management services.,"1,510,470",Active,2003-06-02,day,,,,,For Profit,https://gmtproperty.com,,,,,
Bursa Sajadah,https://www.crunchbase.com/organization/bursa-sajadah,"Commercial, E-Commerce, E-Commerce Platforms","Bandung, Jawa Barat, Indonesia",Bursa Sajadah is an e-commerce platform located in Bandung.,"1,513,407",Active,2000-01-01,day,,,,,For Profit,http://bursasajadah.com/,,,,,
